,alumnus,place,country,university
5648,Einar Heiberg,,,Linköping University
5649,Anders R Nilsson,,,Royal Institute of Technology
5650,Anders R Nilsson,,,Uppsala University
5651,Björgvin Hjörvarsson,,,Uppsala University
5652,Anne-Sophie Crépin,,,Stockholm University
5653,Susanne P. Baden,,,University of Gothenburg
5654,Laurent Brun,,,Stockholm University
5655,Jonas Burén,,,Umeå University
5656,Joachim Sturve,,,University of Gothenburg
5657,Rimvydas Vasaitis,,,Swedish University of Agricultural Sciences
5658,Mats Y. Svensson,,,Chalmers University of Technology
5659,Linnéa Smeds,,,Uppsala University
5660,Armita Golkar,,,Karolinska Institute
5661,Armita Golkar,,,Uppsala University
5662,Martin I Lind,,,Umeå University
5663,Petri Olivius,,,Karolinska Institute
5664,Dieter Samyn,,,Linnaeus University
5665,Emma Hagström Molin,,,Stockholm University
5666,Lei Ye,,,Lund University
5667,Eva Weidemann,,,Umeå University
5668,Svante Winberg,,,Uppsala University
5669,Karin Larsson,,,Chalmers University of Technology
5670,Ivana Novak,,,Karolinska Institute
5671,Magnus Sandberg,,,Karolinska Institute
5672,Emmanuel Aboagye,,,Karolinska Institute
5673,Henrik Viberg,,,Uppsala University
5674,Dipti Halder,,,Royal Institute of Technology
5675,Jonas Alin,,,Royal Institute of Technology
5676,Sourav Datta,,,University of Gothenburg
5677,Mohammad Ali Okhovat,,,Örebro University
5678,Sepideh Olausson,,,Linnaeus University
5679,Martin D. Brazeau,,,Uppsala University
5680,Jan C. Biro,,,Karolinska Institute
5681,Solveig Jülich,,,Linköping University
5682,Ashkan Panahi,,,Chalmers University of Technology
5683,Bertil Werner,,,Uppsala University
5684,Elsa Bolin,,,Lund University
5685,Jan Pennlöv,,,Lund University
5686,Martin Anderberg,,,Lund University
5687,Inge Andblom,,,Royal Institute of Technology
5688,Göran Larsson,,,University of Gothenburg
5689,Lisa Blom,,,Karolinska Institute
5690,Eric Peter Thelin,,,Karolinska Institute
5691,Åsa Snöljung,,,Karolinska Institute
5692,Jonas N Pedersen,,,Lund University
5693,Åsa Edvinsson,,,Uppsala University
5694,Staffan Holmqvist,,,Lund University
5695,Carita Paradis,,,Lund University
5696,Magnus Nordborg,,,Lund University
5697,Marie Klingberg-Allvin,,,Karolinska Institute
5698,Ellinor Östensson,,,Karolinska Institute
5699,David N. Messina,,,Stockholm University
5700,Henrik Renlund,,,Uppsala University
5701,Sharareh Akhavan,,,Karolinska Institute
5702,Urban Johanson,,,Uppsala University
5703,Alexandra Paul,,,Chalmers University of Technology
5704,Lilly Augustine,,,Karolinska Institute
5705,Emma Fransson,,,Stockholm University
5706,Emma Fransson,,,Karolinska Institute
5707,Martin Neovius,,,Karolinska Institute
5708,Johan Bjureberg,,,Karolinska Institute
5709,Johan Bjureberg,,,Uppsala University
5710,Erland Axelsson,,,Karolinska Institute
5711,Tomas Jonsson,,,Linköping University
5712,Monir Mazaheri,,,Karolinska Institute
5713,Mikael Råsander,,,Uppsala University
5714,Jonas Sundell,,,Chalmers University of Technology
5715,Maria Jirwe,,,Karolinska Institute
5716,Joakim Öhlén,,,University of Gothenburg
5717,Svante Hedström,,,Royal Institute of Technology
5718,Svante Hedström,,,Lund University
5719,Martin Karlsson,,,Linköping University
5720,Lars Brising,,,Royal Institute of Technology
5721,Line Gordon,,,Stockholm University
5722,Karl-Ingvar Rundqvist,,,Lund University
5723,Marie Louise Hall-Lord,,,University of Gothenburg
5724,Marina Alexandersson,,,University of Gothenburg
5725,Camilla Scheele,,,Swedish University of Agricultural Sciences
5726,Camilla Scheele,,,Karolinska Institute
5727,Thomas G T Jaenson,,,Uppsala University
5728,Magnus Sandberg,,,Lund University
5729,Anders Aspberg,,,Uppsala University
5730,Ruiqing Ni,,,Karolinska Institute
5731,John Stjernfalk,,,Linköping University
5732,John Stjernfalk,,,Uppsala University
5733,Gustaf Eklund,,,Stockholm University
5734,Lars Lindström,,,Uppsala University
5735,Lennart Holm,,,Chalmers University of Technology
5736,Marcela Sylvander,,,University of Gothenburg
5737,Ayesha De Costa,,,Karolinska Institute
5738,Christian Olsson,,,Karolinska Institute
5739,Gustav Jarl,,,Örebro University
5740,Sören Thurell,,,Royal Institute of Technology
5741,John H-O Pettersson,,,Uppsala University
5742,Paul Oburu,,,University of Gothenburg
5743,Hans Forssberg,,,Karolinska Institute
5744,Christofer Edling,,,Stockholm University
5745,Lisa B Thorell,,,Uppsala University
5746,Stefan Wagnsson,,,Karlstad University
5747,Agneta Yngve,,,Karolinska Institute
5748,Måns Nilsson,,,Lund University
5749,Thomas Hahn,,,Swedish University of Agricultural Sciences
5750,Fernando Jaramillo,,,Stockholm University
5751,Martin Weih,,,Uppsala University
5752,Sviatlana Shashkova,,,University of Gothenburg
5753,Dick R Nässel,,,Lund University
5754,Karin Kallander,,,Karolinska Institute
5755,Mehmet Eskin,,,Stockholm University
5756,Marcus Sokolowski,,,Uppsala University
5757,Erik Andersson,,,Karolinska Institute
5758,Mats Samuelsson,,,Karolinska Institute
5759,Tomas Brodin,,,Umeå University
5760,Anton Dahlberg,,,Uppsala University
5761,Alastair B. Ross,,,Swedish University of Agricultural Sciences
5762,Hanna Skarin,,,Swedish University of Agricultural Sciences
5763,Hanna Skarin,,,Uppsala University
5764,Peter Nordlander,,,Chalmers University of Technology
5765,Salam Al-Karadaghi,,,Stockholm University
5766,Björn Granseth,,,Linköping University
5767,Rajeev Prabhakar,,,Stockholm University
5768,Stina Syvänen,,,Uppsala University
5769,Karin Forslund Frykedal,,,Linköping University
5770,Soheil Damangir,,,Royal Institute of Technology
5771,Soheil Damangir,,,Karolinska Institute
5772,Eva Brink,,,University of Gothenburg
5773,Tony Pansell,,,Karolinska Institute
5774,Hanna Woksepp,,,Linnaeus University
5775,Eva Björck-Åkesson,,,University of Gothenburg
5776,Olof Troilius,,,Uppsala University
5777,Lennart Fredlund,,,Lund University
5778,Ina Berndtsson,,,University of Gothenburg
5779,Lars Rönnstrand,,,Uppsala University
5780,Lars Hillered,,,Uppsala University
5781,Böret Palm,,,Uppsala University
5782,Jenny Ohlsson,,,Uppsala University
5783,Clas Linnman,,,Uppsala University
5784,Johan Winges,,,Chalmers University of Technology
5785,Aniko Bartfai,,,Stockholm University
5786,Max Larsson,,,Lund University
5787,Eva Karltorp,,,Karolinska Institute
5788,Anders Söderberg,,,Uppsala University
5789,Jan Blomqvist,,,University of Gothenburg
5790,Stina Jakobsson,,,Umeå University
5791,Helena Karlström,,,Stockholm University
5792,Helena Karlström,,,Karolinska Institute
5793,Ala Trusina,,,Umeå University
5794,Irene Svenningsson,,,University of Gothenburg
5795,Karin Alvåsen,,,Swedish University of Agricultural Sciences
5796,Tino Ebbers,,,Linköping University
5797,Lars Samuelson,,,Lund University
5798,Olof Ljungström,,,Royal Institute of Technology
5799,Joanna Hemmingsson,,,Karolinska Institute
5800,Oskar Skog,,,Uppsala University
5801,Åsa H Everhov,,,Karolinska Institute
5802,Lotta Agholme,,,Linköping University
5803,Ali Reza Majlesi,,,Stockholm University
5804,Anders H. Karlsson,,,Swedish University of Agricultural Sciences
5805,Anna Dunér,,,University of Gothenburg
5806,Mahmoud Labib,,,Lund University
5807,Liquid Rainbow,,,Karlstad University
5808,Martin Larsson,,,Karolinska Institute
5809,Martin Larsson,,,University of Gothenburg
5810,Marianne Kärrholm,,,Chalmers University of Technology
5811,Leif Küller,,,Chalmers University of Technology
5812,Göran Borggård,,,Stockholm University
5813,Elin Bergeås Kuutmann,,,Stockholm University
5814,Kerstin Stråby,,,Uppsala University
5815,Ylva Fältholm,,,Luleå University of Technology
5816,Rakel Wreland Lindström,,,University of Gothenburg
5817,Joachim Bingel,,,Uppsala University
5818,Andreas T Sørensen,,,Lund University
5819,Peter Agback,,,Uppsala University
5820,Anna Ström,,,Chalmers University of Technology
5821,Staffan Vängby,,,Stockholm University
5822,René Wugt Larsen,,,Lund University
5823,Lage Knape,,,Royal Institute of Technology
5824,Erik Widman,,,Royal Institute of Technology
5825,Erik Widman,,,Karolinska Institute
5826,Birgitta Wallace,,,Uppsala University
5827,Anna Pettersson,,,Karolinska Institute
5828,Zhongshan Li,,,Lund University
5829,Johan Sandin,,,Karolinska Institute
5830,Susanna Radovic,,,University of Gothenburg
5831,Georgi Ganev,,,Uppsala University
5832,Peter Lindgren,,,Karolinska Institute
5833,Claes Norring,,,Uppsala University
5834,Olena Prykhodko,,,Lund University
5835,Q50768461,,,Uppsala University
5836,Thomas Andersson,,,University of Gothenburg
5837,Kari Hoel,,,Lund University
5838,Jonathan Chico,,,Uppsala University
5839,Lars Bergqvist,,,Uppsala University
5840,Hong Qian,,,Lund University
5841,Ulla Eriksson-Zetterquist,,,University of Gothenburg
5842,Lars Baltzer,,,University of Gothenburg
5843,Maria Norrby,,,Karolinska Institute
5844,Syed Moniruzzaman,,,Umeå University
5845,Syed Moniruzzaman,,,Karlstad University
5846,Olof Ohlsson Sax,,,Uppsala University
5847,Olle Hellman,,,Linköping University
5848,Bernd Stegmayr,,,Umeå University
5849,Kristoffer Petersson,,,Lund University
5850,Eva Nordberg Karlsson,,,Lund University
5851,Bright I. Nwaru,,,University of Gothenburg
5852,Qingwei Gao,,,Luleå University of Technology
5853,Devanita Ghosh,,,Linköping University
5854,Anton F Kockum,,,Chalmers University of Technology
5855,Thomas Kahan,,,Karolinska Institute
5856,Björn Rogell,,,Uppsala University
5857,Gustaf Adolf Gyllenborg,,,Uppsala University
5858,Mikael Borg,,,Lund University
5859,Oskar Ragnarsson,,,University of Gothenburg
5860,Bengt Novik,,,Karolinska Institute
5861,Thomas Fransson,,,Linköping University
5862,Göran Arnqvist,,,Umeå University
5863,Gunnar Norstedt,,,Karolinska Institute
5864,Malin Fex,,,Lund University
5865,Per Augustsson,,,Lund University
5866,Patrik R. Lennartsson,,,Chalmers University of Technology
5867,Lars Montelius,,,Lund University
5868,Maj Rundlöf,,,Lund University
5869,Jae-Kwang Kim,,,Chalmers University of Technology
5870,Gunnar A. Niklasson,,,Chalmers University of Technology
5871,Erik I Svensson,,,Lund University
5872,Maria C. Hansson,,,Lund University
5873,Alf Gullbring,,,Uppsala University
5874,Birgit F Steffensen,,,Karolinska Institute
5875,Arnulf Merker,,,Lund University
5876,Muntasir Mamun Majumder,,,Stockholm University
5877,Katrin J. Svensson,,,Lund University
5878,Johan Svensson,,,Karolinska Institute
5879,Helena Enroth,,,Karolinska Institute
5880,Helena Enroth,,,Uppsala University
5881,Marcus Larsson,,,Linköping University
5882,Marcus Lindskog,,,Uppsala University
5883,Björn Södergård,,,Uppsala University
5884,Thomas Eriksson,,,Chalmers University of Technology
5885,Nils Cronberg,,,Lund University
5886,Hüseyin Uysal,,,Lund University
5887,Sandipan Mohanty,,,Lund University
5888,Georg Stenberg,,,Lund University
5889,Pär Jonsson,,,Umeå University
5890,Kristina Håkansson,,,Uppsala University
5891,Eija Viitasara,,,Mid Sweden University
5892,Magnus Västerbro,,,Umeå University
5893,Magnus Västerbro,,,Stockholm University
5894,Magnus Västerbro,,,University of Gothenburg
5895,Per Johansson,,,University of Gothenburg
5896,Clas Malmeström,,,University of Gothenburg
5897,Firoz Shah,,,Lund University
5898,Keith W Larson,,,Lund University
5899,Martin Stervander,,,Lund University
5900,Naomi P. Keehnen,,,Lund University
5901,Mårten Lind,,,Swedish University of Agricultural Sciences
5902,Johan F Nilsson,,,Lund University
5903,Sandra C. Soares,,,Karolinska Institute
5904,Ellika Andolf,,,Uppsala University
5905,Fredrik K Karlsson,,,Linköping University
5906,Janet Newman,,,Swedish University of Agricultural Sciences
5907,Victor Gray,,,Chalmers University of Technology
5908,Folke Dahl,,,Uppsala University
5909,Mikael Svensson,,,Karolinska Institute
5910,Lisa Ekstam,,,Karolinska Institute
5911,Joachim Burman,,,Uppsala University
5912,Anders Malmström,,,Lund University
5913,Anders Mårell,,,Swedish University of Agricultural Sciences
5914,Gaurav K. Varshney,,,Umeå University
5915,Henrik Kylin,,,Stockholm University
5916,Igor Drobyshev,,,Lund University
5917,Lena Wennersten,,,Linnaeus University
5918,Dmitry Nashchekin,,,Karolinska Institute
5919,Per Ljungman,,,Karolinska Institute
5920,Per-Ola Norrby,,,Royal Institute of Technology
5921,Dan Bylund,,,Uppsala University
5922,Fredrik Klevebro,,,Karolinska Institute
5923,Ahmed M Saveer,,,Swedish University of Agricultural Sciences
5924,Mário Mil-Homens,,,University of Gothenburg
5925,Andreas Lindblad,,,Uppsala University
5926,Morten Tange Kristensen,,,Lund University
5927,Per-Erik Lyrén,,,Umeå University
5928,Qing-Yin Zeng,,,Umeå University
5929,Anders Vikström,,,Linköping University
5930,L Nilsson,,,Linköping University
5931,André Mateus,,,Uppsala University
5932,Torbjörn Pettersson,,,Royal Institute of Technology
5933,Torbjörn Pettersson,,,Stockholm University
5934,Solveig Felton,,,Uppsala University
5935,Lars Eklund,,,Linköping University
5936,Lars Eklund,,,Uppsala University
5937,Nicklas Selander,,,Stockholm University
5938,Magnus Karlsson,,,Chalmers University of Technology
5939,Erik Marsja,,,Umeå University
5940,Mikael Andersson,,,University of Gothenburg
5941,Nalini Vudattu,,,Karolinska Institute
5942,Jonas Strandberg,,,Stockholm University
5943,Arto Heiskanen,,,Lund University
5944,Ludvig Manderström,,,Uppsala University
5945,Jorge Osorio-Guillén,,,Uppsala University
5946,Birgit Vahlberg,,,Uppsala University
5947,Stefano Bonetti,,,Royal Institute of Technology
5948,Vincent Lundberg,,,Uppsala University
5949,Peter Jacobson,,,University of Gothenburg
5950,Jimmy Ytterberg,,,Stockholm University
5951,Svante Jonsell,,,Uppsala University
5952,Jonas Fuxe,,,Karolinska Institute
5953,Erik T. Jansson,,,Chalmers University of Technology
5954,Sasan Sadrizadeh,,,Royal Institute of Technology
5955,Parviz Kokhaei,,,Karolinska Institute
5956,Essam Refai,,,Karolinska Institute
5957,Qing Cheng,,,Karolinska Institute
5958,Åsa Cider,,,University of Gothenburg
5959,Leonard Girnita,,,Karolinska Institute
5960,Ulf Jondelius,,,University of Gothenburg
5961,Caroline Sutton,,,Stockholm University
5962,Caroline Sutton,,,Uppsala University
5963,Liane Wagner,,,Swedish University of Agricultural Sciences
5964,Marta Busse-Wicher,,,Uppsala University
5965,Thomas Moritz,,,Swedish University of Agricultural Sciences
5966,Sandra Siljeström,,,Stockholm University
5967,Elof Holstenius,,,Uppsala University
5968,Pedro E. Ferreira,,,Karolinska Institute
5969,Johan Raeder,,,Stockholm University
5970,Sebastian Kalamajski,,,Lund University
5971,Gudrun Jonasdottir,,,Karolinska Institute
5972,Lennart Carlsson,,,Karolinska Institute
5973,Hugo Abramson,,,Royal Institute of Technology
5974,Karl Gustav Linden,,,Stockholm University
5975,Kristina Bergendal,,,Lund University
5976,Dimitris Georgellis,,,Karolinska Institute
5977,Olle Ekberg,,,Lund University
5978,Maria Moller,,,Swedish University of Agricultural Sciences
5979,Cecilia Williams,,,Royal Institute of Technology
5980,Bjorn Andersson,,,Karolinska Institute
5981,Chuen Seng Tan,,,Karolinska Institute
5982,Gunnar Qvarnström,,,Uppsala University
5983,Jari Häkkinen,,,Lund University
5984,Kirsti Skavberg Roaldsen,,,Karolinska Institute
5985,Kristjana Einarsdóttir,,,Karolinska Institute
5986,Erik G. Brandt,,,Royal Institute of Technology
5987,Shahid Mahmood,,,Lund University
5988,M Ullner,,,Lund University
5989,Kanyiva Muindi,,,Umeå University
5990,Vladimer Darsalia,,,Lund University
5991,Staffan G Svärd,,,Uppsala University
5992,Yu Sun,,,Uppsala University
5993,Magdalena Mattebo,,,Uppsala University
5994,Tobias Laurell,,,Karolinska Institute
5995,Ewa Andersson,,,Karolinska Institute
5996,Davide Angeletti,,,Karolinska Institute
5997,Gerald Engström,,,Stockholm University
5998,Gustaf Borenius,,,Stockholm University
5999,Lars-Olof Sjöberg,,,Uppsala University
6000,Muhammad Munir,,,Swedish University of Agricultural Sciences
6001,Anders M Lindroth,,,Swedish University of Agricultural Sciences
6002,Anders M Lindroth,,,Uppsala University
6003,Nadia Duarte,,,Umeå University
6004,Carl Brunius,,,Swedish University of Agricultural Sciences
6005,Pavel Plevka,,,Uppsala University
6006,Helga Westerlind,,,Karolinska Institute
6007,Bo Hovstadius,,,Linnaeus University
6008,Mats Sundbeck,,,Lund University
6009,Nils Holmberg,,,Lund University
6010,Björn Johnson,,,Lund University
6011,Maria Furberg,,,Umeå University
6012,Juan Du,,,Karolinska Institute
6013,Daniel Ocampo Daza,,,Uppsala University
6014,Anna Eklöf,,,Linköping University
6015,C Ottander,,,Umeå University
6016,Geir Rune Rauset,,,Swedish University of Agricultural Sciences
6017,Niclas Jareborg,,,Uppsala University
6018,Omid R Faridani,,,Karolinska Institute
6019,Claes Gustafsson,,,Umeå University
6020,Izaura Lima Bomfim,,,Karolinska Institute
6021,Olof Sundström,,,Lund University
6022,Lars Rosengren,,,University of Gothenburg
6023,Eric M. Runesson,,,Stockholm University
6024,Carl Axel Örn,,,Royal Institute of Technology
6025,Gunilla Wastensson,,,University of Gothenburg
6026,Katarina Andersson,,,Umeå University
6027,Mats X Andersson,,,University of Gothenburg
6028,Graciela Rusch,,,Uppsala University
6029,Darius Balciunas,,,Uppsala University
6030,Lars Tottie,,,Uppsala University
6031,John Pernow,,,Karolinska Institute
6032,Benedikt von der Heyde,,,Uppsala University
6033,Fredrik Björklund,,,Lund University
6034,Håkan Brorson,,,Lund University
6035,Carl Mårten Lindqvist,,,Uppsala University
6036,Francesco Taddia,,,Stockholm University
6037,Mikael Rahmqvist,,,Linköping University
