,alumnusLabel,organisationLabel,placeLabel,countryLabel
3845,Johannes Hanson,Utrecht University,,
3846,Roderik S. W. van de Wal,Utrecht University,,
3847,Johan Koskinen,University of Manchester,,
3848,Peter Whittle,University of Manchester,,
3849,Mathias Nilsson,University of Manchester,,
3850,David Haskiya,Europeana,,
3851,Jonas Alin,Michigan State University,,
3852,Isabelle Attard,National Center for Scientific Research,,
3853,Fanny de Sivers,National Center for Scientific Research,,
3854,Sören Johansson,Karlsruhe Institute of Technology,,
3855,Einar Stenhagen,University of Gothenburg,,
3856,Ingvar Lindgren,University of Gothenburg,,
3857,Fredrik Enquist,University of Gothenburg,,
3858,Gunnar Svedberg,University of Gothenburg,,
3859,Janis Bubenko,University of Gothenburg,,
3860,Tord Palander,University of Gothenburg,,
3861,Stefan Dahlberg,University of Gothenburg,,
3862,Hanne K Carlsen,University of Gothenburg,,
3863,Henry Ohlsson,University of Gothenburg,,
3864,Nina Tahmasebi,University of Gothenburg,,
3865,Gergely Katona,University of Gothenburg,,
3866,Åke Ingerman,University of Gothenburg,,
3867,Johan Dunevall,University of Gothenburg,,
3868,Daniel Andersson,University of Gothenburg,,
3869,Lars Bäckman,University of Gothenburg,,
3870,Lars Werkö,University of Gothenburg,,
3871,Alvar Svanborg,University of Gothenburg,,
3872,Gunnar Bjursell,University of Gothenburg,,
3873,Tomas Lindahl,University of Gothenburg,,
3874,Henrik Sjögren,University of Gothenburg,,
3875,Sven Ivar Seldinger,University of Gothenburg,,
3876,Gunnar Harling,University of Gothenburg,,
3877,Christina Ramberg,University of Gothenburg,,
3878,Tord Palander,University of Gothenburg,,
3879,Torleif Härd,University of Gothenburg,,
3880,Hans Bjur,University of Gothenburg,,
3881,Janis Bubenko,University of Gothenburg,,
3882,Allison Perrigo,University of Gothenburg,,
3883,Elisabet Ahlberg,University of Gothenburg,,
3884,Yiyi Xu,University of Gothenburg,,
3885,Tomas Riad,University of Gothenburg,,
3886,Herman Wold,University of Gothenburg,,
3887,Yvonne Hirdman,University of Gothenburg,,
3888,Pam Fredman,University of Gothenburg,,
3889,Fredrik Bäckhed,University of Gothenburg,,
3890,Anna Maria Hipkiss,University of Gothenburg,,
3891,Per-Ingvar Brånemark,University of Gothenburg,,
3892,Christer Betsholtz,University of Gothenburg,,
3893,Jayesh Pandya,University of Gothenburg,,
3894,Örjan Ouchterlony,University of Gothenburg,,
3895,Natanael Beckman,University of Gothenburg,,
3896,Nils Andrén,University of Gothenburg,,
3897,Gustaf Åkerman,University of Gothenburg,,
3898,Erik Lindahl,University of Gothenburg,,
3899,Göran Therborn,University of Gothenburg,,
3900,Arvid Carlsson,University of Gothenburg,,
3901,Christina Skodras,University of Gothenburg,,
3902,Sepideh Olausson,University of Gothenburg,,
3903,Åsa Wettergren,University of Gothenburg,,
3904,Hans Bergström,University of Gothenburg,,
3905,Davide Angeletti,University of Gothenburg,,
3906,Karl Johan Warburg,University of Gothenburg,,
3907,Stina Stenhagen,University of Gothenburg,,
3908,Hans Linderholm,University of Gothenburg,,
3909,Natalija Gerasimčik,University of Gothenburg,,
3910,Sigurd Bergmann,University of Gothenburg,,
3911,Martin Lagging,University of Gothenburg,,
3912,Einar Stenhagen,University of Gothenburg,,
3913,Henrik Sandblad,University of Gothenburg,,
3914,Sten Rudberg,University of Gothenburg,,
3915,Axel Romdahl,University of Gothenburg,,
3916,Rikard Warlenius,University of Gothenburg,,
3917,Dennis Töllborg,University of Gothenburg,,
3918,Otto Sylwan,University of Gothenburg,,
3919,Vitalis Norström,University of Gothenburg,,
3920,Bertil Nilsson,University of Gothenburg,,
3921,Nina Tahmasebi,University of Gothenburg,,
3922,Uno H. Eliasson,University of Gothenburg,,
3923,Olof Hanner,University of Gothenburg,,
3924,Hemming Virgin,University of Gothenburg,,
3925,Bo Södersten,University of Gothenburg,,
3926,Fredrik Bäckhed,University of Gothenburg,,
3927,Kerstin Jacobsson,University of Gothenburg,,
3928,Lotta Westerhäll,University of Gothenburg,,
3929,Uno H. Eliasson,University of Gothenburg,,
3930,Lars Lönnroth,University of Gothenburg,,
3931,Curt Roslund,University of Gothenburg,,
3932,Ingvar Lindgren,University of Gothenburg,,
3933,Otto Lagercrantz,University of Gothenburg,,
3934,Johan Vising,University of Gothenburg,,
3935,Efraim Liljequist,University of Gothenburg,,
3936,Maria Falkenberg,University of Gothenburg,,
3937,Hlin Kvartsberg,University of Gothenburg,,
3938,Agneta Ranerup,University of Gothenburg,,
3939,Zareen Abbas,University of Gothenburg,,
3940,Cecilia Geijer,University of Gothenburg,,
3941,Caroline Wasén,University of Gothenburg,,
3942,Caroline B Adiels,University of Gothenburg,,
3943,Dick Kasperowski,University of Gothenburg,,
3944,Gustaf Nelhans,University of Gothenburg,,
3945,Marisa Ponti,University of Gothenburg,,
3946,Helena Lindholm Schulz,University of Gothenburg,,
3947,Stefan Öberg,University of Gothenburg,,
3948,Stefan Lindskog,University of Gothenburg,,
3949,Sven-Eric Liedman,University of Gothenburg,,
3950,Martin Jönsson,University of Gothenburg,,
3951,Thomas Johansson,University of Gothenburg,,
3952,Malte Jacobsson,University of Gothenburg,,
3953,Anders Enemar,University of Gothenburg,,
3954,Björn Malmgren,University of Gothenburg,,
3955,Thomas Lundqvist,University of Gothenburg,,
3956,Kjell Härnqvist,University of Gothenburg,,
3957,Göran Goldkuhl,University of Gothenburg,,
3958,Auður Magnúsdóttir,University of Gothenburg,,
3959,Annika Lantz-Andersson,University of Gothenburg,,
3960,Anna Wahlin,University of Gothenburg,,
3961,Tarja Karlsson Häikiö,University of Gothenburg,,
3962,Adam Ulfsbo,University of Gothenburg,,
3963,Daniel Andersson,University of Gothenburg,,
3964,Mikael Molin,University of Gothenburg,,
3965,Per Binde,University of Gothenburg,,
3966,Erik Odhagen,University of Gothenburg,,
3967,Robert G Björk,University of Gothenburg,,
3968,Tobias Skillbäck,University of Gothenburg,,
3969,Karin Ekström,University of Gothenburg,,
3970,G Hellgren,University of Gothenburg,,
3971,Ulla Dinger,University of Gothenburg,,
3972,Olof Wärneryd,University of Gothenburg,,
3973,Mikael Andersson,University of Gothenburg,,
3974,Lars Baltzer,University of Gothenburg,,
3975,Ulla Eriksson-Zetterquist,University of Gothenburg,,
3976,Susanna Radovic,University of Gothenburg,,
3977,Göran Larsson,University of Gothenburg,,
3978,Susanne P. Baden,University of Gothenburg,,
3979,Ragnar Hultborn,University of Gothenburg,,
3980,Kristina Berglund,University of Gothenburg,,
3981,Tomas Tjus,University of Gothenburg,,
3982,Teresa Lagergård,University of Gothenburg,,
3983,Furqan A. Shah,University of Gothenburg,,
3984,Tomas Bergström,University of Gothenburg,,
3985,Malin C Erlandsson,University of Gothenburg,,
3986,Elisabet Sjökvist,University of Gothenburg,,
3987,Ellen Larsson,University of Gothenburg,,
3988,Thomas G. Dahlgren,University of Gothenburg,,
3989,Anna Wåhlin,University of Gothenburg,,
3990,Beata Losman,University of Gothenburg,,
3991,Thomas Sterner,University of Gothenburg,,
3992,Mats Brännström,University of Gothenburg,,
3993,Christopher Kullenberg,University of Gothenburg,,
3994,Håkan Gustafsson,University of Gothenburg,,
3995,Sigurd Bergmann,University of Gothenburg,,
3996,Carl Lagercrantz,University of Gothenburg,,
3997,Lisbeth Larsson,University of Gothenburg,,
3998,Gunilla Florby,University of Gothenburg,,
3999,Bo Rothstein,University of Gothenburg,,
4000,Per Delsing,University of Gothenburg,,
4001,Bo Södersten,University of Gothenburg,,
4002,Staffan I. Lindberg,University of Gothenburg,,
4003,Karl Erik Bergsten,University of Gothenburg,,
4004,Lars-Göran Malmberg,University of Gothenburg,,
4005,Märta Åsdahl Holmberg,University of Gothenburg,,
4006,Gustaf Åkerman,University of Gothenburg,,
4007,Rudolf Kjellén,University of Gothenburg,,
4008,Otto Nordenskjöld,University of Gothenburg,,
4009,Jan Lötvall,University of Gothenburg,,
4010,Ulf Molau,University of Gothenburg,,
4011,Rolf Wolff,University of Gothenburg,,
4012,Ulf Söderberg,University of Gothenburg,,
4013,Gunno Palmquist,University of Gothenburg,,
4014,Stefan Nilsson,University of Gothenburg,,
4015,Johan Lybeck,University of Gothenburg,,
4016,Sven-Eric Liedman,University of Gothenburg,,
4017,Johannes Landgren,University of Gothenburg,,
4018,Jan-Eric Gustafsson,University of Gothenburg,,
4019,Claes Gustafsson,University of Gothenburg,,
4020,Gunnar D Hansson,University of Gothenburg,,
4021,Osborne Bartley,University of Gothenburg,,
4022,Agnes Wold,University of Gothenburg,,
4023,Kerstin Nordenstam,University of Gothenburg,,
4024,Gunnel Swedner,University of Gothenburg,,
4025,Gunhild Kyle,University of Gothenburg,,
4026,Anita Hansbo,University of Gothenburg,,
4027,Eva Gothlin,University of Gothenburg,,
4028,Marie Demker,University of Gothenburg,,
4029,Nina Björk,University of Gothenburg,,
4030,Aant Elzinga,University of Gothenburg,,
4031,Östen Dahl,University of Gothenburg,,
4032,Jörgen Lehmann,University of Gothenburg,,
4033,Erik Lönnroth,University of Gothenburg,,
4034,Per Lindström,University of Gothenburg,,
4035,Ingemar Düring,University of Gothenburg,,
4036,Hans Davidsson,University of Gothenburg,,
4037,Sture Allén,University of Gothenburg,,
4038,Bo Ralph,University of Gothenburg,,
4039,Nils Brunsson,University of Gothenburg,,
4040,Lotta Lotass,University of Gothenburg,,
4041,Cecilia Malmström,University of Gothenburg,,
4042,Hinrich Bitter-Suermann,University of Gothenburg,,
4043,Bernhard Karlgren,University of Gothenburg,,
4044,Rickard Sandler,University of Gothenburg,,
4045,Anders Winroth,Dictionary of Swedish National Biography,,
4046,Hans Gillingstam,Dictionary of Swedish National Biography,,
4047,Erik Niva,Aftonbladet,,
4048,Cecilia Djurberg,Aftonbladet,,
4049,Helena Westin,Aftonbladet,,
4050,Carl Jonas Love Almqvist,Aftonbladet,,
4051,Alastair B. Ross,AgResearch,,
4052,Anna Sundborger,National Institutes of Health,,
4053,Davide Angeletti,National Institutes of Health,,
4054,Stefano Leone,Aixtron SE,,
4055,Svante August Arrhenius,Riga Technical University,,
4056,Svante August Arrhenius,Riga Technical University,,
4057,Gustaf Dalén,AGA AB,,
4058,Sylvia I. Karlsson-Vinkhuyzen,Wageningen University & Research,,
4059,Thomas Hakon Grönwall,American Bridge Company,,
4060,Thomas Hakon Grönwall,American Bridge Company,,
4061,Björn Weibo,Civil Aviation Administration,,
4062,Hjalmar Lundbohm,Geological Survey of Sweden,,
4063,Gerard De Geer,Geological Survey of Sweden,,
4064,Henry Henne,University of Oslo,,
4065,Geir Ellingsrud,University of Oslo,,
4066,Margunn Bjørnholt,University of Oslo,,
4067,Ebbe Hertzberg,University of Oslo,,
4068,Jessica M Lindvall,University of Oslo,,
4069,Christian Peder Bianco Boeck,University of Oslo,,
4070,Gabriel Gustafson,University of Oslo,,
4071,Maja Puchades,University of Oslo,,
4072,Kari Hoel,University of Oslo,,
4073,Marcus Pløen Ingstad,University of Oslo,,
4074,Arve Solstad,University of Oslo,,
4075,Arvid Anseth,University of Oslo,,
4076,Gunnar Rudberg,University of Oslo,,
4077,Asmundur Oddsson,deCODE genetics,,
4078,Hreinn Stefansson,deCODE genetics,,
4079,Anastasia Zhuravleva,University of Leeds,,
4080,Gösta Bystedt,Electrolux,,
4081,Anna Breman,Sveriges Riksbank,,
4082,Adolf Dahl,Sveriges Riksbank,,
4083,Guido Valentin,Stockholms-Tidningen,,
4084,Axel Essén,Stockholms-Tidningen,,
4085,Christopher Tärnström,Swedish East India Company,,
4086,Mikael Adolphson,University of Oklahoma,,
