,alumnusLabel,birthplaceLabel,birthplacecountryLabel,universityLabel
3089,Anna Holst,Stockholm,Sweden,Royal Institute of Technology
3090,Anna Holst,Stockholm,Sweden,Chalmers University of Technology
3091,Sten Stymne,Gävle,Sweden,Stockholm University
3092,Victor Breikull,Malmö,Sweden,Royal Institute of Technology
3093,Torbjörn Vogt,Stockholm,Sweden,Royal Institute of Technology
3094,Staffan Magnusson,Malmö,Sweden,Lund University
3095,Lisbeth Fall,Piteå,Sweden,Chalmers University of Technology
3096,Kerstin Kärnekull,Flen,Sweden,Royal Institute of Technology
3097,Karin Wall Benesch,Karlskrona,Sweden,Chalmers University of Technology
3098,Christina Engdahl,Stockholm,Sweden,Royal Institute of Technology
3099,Carl Cederström,Stockholm,Sweden,Uppsala University
3100,Sven Silow,Kristianstad,Sweden,Royal Institute of Technology
3101,Bernhard Schill,Stockholm,Sweden,Royal Institute of Technology
3102,Kajsa Ingemarsson,Oxelösund,Sweden,Stockholm University
3103,Malena Ivarsson,Lund,Sweden,Lund University
3104,Klara Johanson,Halmstad,Sweden,Uppsala University
3105,Majken Johansson,Malmö,Sweden,Lund University
3106,Helena Jäderblom,Gothenburg,Sweden,Uppsala University
3107,Lena Jönsson,Huddinge Municipality,Sweden,Lund University
3108,Karin Karlsbro,Roslags-Bro,Sweden,Stockholm University
3109,Katrine Marçal,Lund,Sweden,Uppsala University
3110,Elin af Klintberg,Lidingö församling,Sweden,Stockholm University
3111,Karin Kock-Lindberg,Klara Parish,Sweden,Stockholm University
3112,Katarina Kraft,Danderyd  parish,Sweden,Royal Institute of Technology
3113,Julia Kronlid,Bäckseda parish,Sweden,Örebro University
3114,Gunhild Kyle,Haga parish,Sweden,University of Gothenburg
3115,Lisbeth Larsson,Vara,Sweden,Lund University
3116,Britta Lejon,Järfälla Municipality,Sweden,Stockholm University
3117,Martina Lind,Stockholm,Sweden,Stockholm University
3118,Gunilla Lindberg,Uppsala Cathedral Assembly,Sweden,Uppsala University
3119,Katri Linna,Tampere,Finland,Uppsala University
3120,Ingrid Lomfors,Gothenburg,Sweden,University of Gothenburg
3121,Heléne Lööw,Uddevalla,Sweden,University of Gothenburg
3122,Lena Marcusson,Bromma parish,Sweden,Uppsala University
3123,Karin Mattsson Weijber,Frösön,Sweden,Mid Sweden University
3124,Sofia Mirjamsdotter,Sköns socken,Sweden,Mid Sweden University
3125,Pernilla Månsson Colt,Örebro,Sweden,Örebro University
3126,Lina Neidestam,Södertälje,Sweden,Stockholm University
3127,Margareta Neld,Värnamo,Sweden,University of Gothenburg
3128,Jessica Nettelbladt,Malmö,Sweden,University of Gothenburg
3129,Halina Neujahr,Warsaw,Poland,Royal Institute of Technology
3130,Carolina Neurath,Sweden,Sweden,Stockholm University
3131,Kerstin Niblaeus,Ljusdals församling,Sweden,Royal Institute of Technology
3132,Lena B. Nilsson,Dals-Ed Municipality,Sweden,University of Gothenburg
3133,Camilla Odhnoff,Gamlestads church parish,Sweden,Lund University
3134,Pernilla Oljelund,Västerled,Sweden,Stockholm University
3135,Veronica Palm,Karlskrona,Sweden,Linköping University
3136,Valfrid Palmgren,Jakob and Johanne parish,Sweden,Uppsala University
3137,Eva Palmær,Stockholm,Sweden,Stockholm University
3138,Ingrid Persson,Slöta,Sweden,Uppsala University
3139,Louise Petrén-Overton,Halmstad,Sweden,Lund University
3140,Gulli Petrini,Jakob and Johanne parish,Sweden,Uppsala University
3141,Bi Puranen,Umeå,Sweden,Umeå University
3142,Anne Ramberg,Stockholm,Sweden,Stockholm University
3143,Eva Ramstedt,Hedvig Eleonora församling,Sweden,Uppsala University
3144,Marianne Rasmuson,Tokyo,Japan,Umeå University
3145,Maja Reichard,Nacka,Sweden,Royal Institute of Technology
3146,Ellen Rydelius,Norrköping,Sweden,Uppsala University
3147,Naima Sahlbom,Stockholm,Sweden,Uppsala University
3148,Margit Sahlin,Johannes parish,Sweden,Uppsala University
3149,Vera Sandberg,"Ljungby parish, Allbo-Sunnerbo provsti",Sweden,Chalmers University of Technology
3150,Pia Sandvik Wiklund,Ludvika,Sweden,Linköping University
3151,Cecilia Schelin Seidegård,Stockholm,Sweden,Lund University
3152,Frida Selander,Umeå,Sweden,Umeå University
3153,Anna Sjödahl,Gothenburg,Sweden,Stockholm University
3154,Anna Skarhed,Linköping,Sweden,Uppsala University
3155,Karolina Skog,Åhus församling,Sweden,Lund University
3156,Alexandra Skoglund,Klara Parish,Sweden,Uppsala University
3157,Sara Skyttedal,Tyresö Municipality,Sweden,Stockholm University
3158,Brita Snellman,Stockholm,Sweden,Royal Institute of Technology
3159,Tamara Spiric,Sarajevo,Bosnia and Herzegovina,Umeå University
3160,Berit Spong,Vinnerstads församling,Sweden,Uppsala University
3161,Eva Spångberg,Skäfthammars församling,Sweden,Uppsala University
3162,Agneta Stark,Solna,Sweden,Stockholm University
3163,Stina Stenhagen,Norrköpings Matteus församling,Sweden,Uppsala University
3164,Hanna Stjärne,Danderyd Municipality,Sweden,Stockholm University
3165,Annika Strandhäll,Gothenburg,Sweden,University of Gothenburg
3166,Maria Strømme,Svolvær,Norway,Uppsala University
3167,Elisabeth Svantesson,Lycksele,Sweden,Örebro University
3168,Fatima Svendsen,Copenhagen,Denmark,University of Dance and Circus
3169,Malin Svensson,Grovare,Sweden,University of Gothenburg
3170,Gunnel Swedner,Västra Vrams församling,Sweden,University of Gothenburg
3171,Caroline Szyber,Stockholm,Sweden,Stockholm University
3172,Solfrid Söderlind,Bromma parish,Sweden,Stockholm University
3173,Solfrid Söderlind,Bromma parish,Sweden,Uppsala University
3174,Anne-Marie Söhrman Fermelin,Uddevalla,Sweden,Stockholm University
3175,Hannele Mikaela Taivassalo,Nedervetil,Finland,University of Gothenburg
3176,Eva Thalén,Angered parish,Sweden,University of Gothenburg
3177,Walborg Thorsell,Stockholm,Sweden,Swedish University of Agricultural Sciences
3178,Maria Turtschaninoff,Helsinki,Finland,University of Gothenburg
3179,Vivi Laurent-Täckholm,Danderyd  parish,Sweden,Stockholm University
3180,Cecilia Uddén,Stockholm,Sweden,Stockholm University
3181,Linda Västrik,Gothenburg,Sweden,University of Gothenburg
3182,Kerstin Fredga,Engelbrekt,Sweden,Stockholm University
3183,Stina Lundberg Dabrowski,Längbro församling,Sweden,Stockholm University
3184,Agnes Magnell,Uddevalla,Sweden,Royal Institute of Technology
3185,Carolina Norén,Stockholm,Sweden,Stockholm University
3186,Catharina Stenqvist,Enköping,Sweden,Lund University
3187,Hanna Wagenius,Bruksvallarna,Sweden,Uppsala University
3188,Lydia Wahlström,Västerås Lundby församling,Sweden,Uppsala University
3189,Harriet Wallberg-Henriksson,Grebo församling,Sweden,Karolinska Institute
3190,Karin Wanngård,Ekerö,Sweden,Stockholm University
3191,Agnes Wold,Uppsala,Sweden,University of Gothenburg
3192,Moira von Wright,Helsinki,Finland,Stockholm University
3193,Juleen Zierath,Milwaukee,United States of America,Karolinska Institute
3194,Mike Winnerstig,Täby Municipality,Sweden,Stockholm University
3195,Karl-Anders Wollter,Lund,Sweden,Lund University
3196,Birger Dahlberg,Skellefteå,Sweden,Chalmers University of Technology
3197,Frithiof Dahlby,Szczecin,Poland,Lund University
3198,Frits Danielsson,Ramundeboda socken,Sweden,Uppsala University
3199,Gunnar Dryselius,Sundsvall,Sweden,Uppsala University
3200,Wilhelm August Ferdinand Ekengren,Hedvig Eleonora församling,Sweden,Uppsala University
3201,Göran Engblom,Uppsala,Sweden,Uppsala University
3202,Gottfrid Fineman,Hudiksvalls församling,Sweden,Uppsala University
3203,Einar Gauffin,Uppsala,Sweden,Uppsala University
3204,Carl Olof Gisle,Gothenburg,Sweden,Uppsala University
3205,Tage Grönwall,Stockholm,Sweden,Stockholm University
3206,Olle Hagnell,Halmstad,Sweden,Lund University
3207,Lars Hedström,Eksjö,Sweden,Uppsala University
3208,Gerhard Löwen,Haninge Municipality,Sweden,Uppsala University
3209,Carl Fredrik Hochschild,Copenhagen,Denmark,Lund University
3210,Phillips Hult,Kungsholms parish,Sweden,Stockholm University
3211,Frej Klemming,Stockholm,Sweden,Royal Institute of Technology
3212,Sten Lagergren,Surahammar,Sweden,Stockholm University
3213,Gustaf Lidberg,Stockholm,Sweden,Uppsala University
3214,Axel Lindblad,Vadstena,Sweden,Royal Institute of Technology
3215,Albrecht Lindcreutz,Södertälje,Sweden,Uppsala University
3216,Valfrid Lindgren,Burträsk,Sweden,Uppsala University
3217,Hjalmar Linnström,Klara Parish,Sweden,Uppsala University
3218,Johan Linzander,Linköping,Sweden,Uppsala University
3219,Gustaf Ljungdahl,Helsingborg,Sweden,Uppsala University
3220,Erik Lovisin,Södertälje,Sweden,Uppsala University
3221,Einar Modig,Katarina parish,Sweden,Uppsala University
3222,Johan Nordlander,Multrå parish,Sweden,Uppsala University
3223,Gunnar Nycander,Adolf Fredriks parish,Sweden,Karolinska Institute
3224,Gunnar Nycander,Adolf Fredriks parish,Sweden,Lund University
3225,Gunnar Nycander,Adolf Fredriks parish,Sweden,Uppsala University
3226,Thore Odhelius,Skara domkyrkoförsamling,Sweden,Uppsala University
3227,John Olsson,Hässleholm,Sweden,Royal Institute of Technology
3228,Björn Palm,Norrtälje,Sweden,Stockholm University
3229,Carl Printzensköld,Bro socken,Sweden,Uppsala University
3230,Lars Rabenius,Uppsala,Sweden,Uppsala University
3231,Bengt Rabaeus,Vara,Sweden,Uppsala University
3232,Olof Rabenius,Uppsala,Sweden,Uppsala University
3233,Gunnar Reuterskiöld,Gothenburg,Sweden,Stockholm University
3234,Herbert Ribbing,Eksjö,Sweden,Uppsala University
3235,Johan Råfelt,Stockholm,Sweden,Uppsala University
3236,Claes Gustaf Rålamb,Stockholm,Sweden,Uppsala University
3237,Mikaël Söderström,Ystad,Sweden,Lund University
3238,Anders Tottie,Stockholm,Sweden,Uppsala University
3239,Mikael von Törne,Gislövs socken,Sweden,Lund University
3240,Ernst August Weidenhielm,Hägerum,Sweden,Lund University
3241,Lennart Westerberg,Gothenburg,Sweden,Uppsala University
3242,Andriy Melnyk,Lviv,Ukraine,Lund University
3243,Malin Byström,Helsingborg,Sweden,University of Gothenburg
3244,Sven Liljeblad,Jönköping,Sweden,Lund University
3245,Abraham Fitzgibbon,Ireland,Ireland,Chalmers University of Technology
3246,Abraham Fitzgibbon,Ireland,United Kingdom,Chalmers University of Technology
3247,Jardar Seim,Oslo,Norway,Lund University
3248,Thomas Marco Blatt,Busan,South Korea,University of Gothenburg
3249,Carl Johan Dyfverman,Västeråkers församling,Sweden,Royal Institute of Technology
3250,Ingvar Grauers,Oskarshamn,Sweden,Lund University
3251,Per-Olof Nilsson,Lidköping,Sweden,Chalmers University of Technology
3252,Herbert Olsson,Färgelanda,Sweden,Lund University
3253,Elsa-Brita Nordlund,Katarina parish,Sweden,Karolinska Institute
3254,Katarina Olsson,Katrineholm,Sweden,Lund University
3255,Sakari Wallinmaa,Kemi,Finland,National Defence University
3256,Lars Johanson,Köping,Sweden,Uppsala University
3257,Lennart Nylander,Edefors parish,Sweden,Uppsala University
3258,Julian Togelius,Malmö,Sweden,Lund University
3259,Lars Adaktusson,Jönköping,Sweden,Örebro University
3260,Lars Adaktusson,Jönköping,Sweden,University of Gothenburg
3261,Anna-Karin Tornberg,Kiruna,Sweden,Royal Institute of Technology
3262,Anna-Karin Tornberg,Kiruna,Sweden,Uppsala University
3263,Zhong Zhihua,Xiangyin County,People's Republic of China,Linköping University
3264,Zhong Zhihua,Xiangyin County,People's Republic of China,Luleå University of Technology
3265,Kálmán Vánky,Hungary,Hungary,Uppsala University
3266,Sara Widén,Halmstad,Sweden,University of Gothenburg
3267,Erik Ahlsén,Stockholm,Sweden,Royal Institute of Technology
3268,Tore Ahlsén,Stockholm,Sweden,Royal Institute of Technology
3269,Elsa Collin,Helsingborg Municipality,Sweden,Stockholm University
3270,Elsa Collin,Helsingborg Municipality,Sweden,Lund University
3271,Lars Palmgren,Västerås,Sweden,Uppsala University
3272,Lorentz Clerck,Höreda socken,Sweden,Uppsala University
3273,Anders Lindhielm,Stockholm,Sweden,Uppsala University
3274,Nathanael af Schultén the Younger,Nagu,Finland,Uppsala University
3275,Pauline Irene Batebe,Uganda,Uganda,Royal Institute of Technology
3276,Karl-Fredrik Norrback,Stockholm,Sweden,Umeå University
3277,Karl Sundberg,Mo församling,Sweden,Royal Institute of Technology
3278,Jakob Andreas Christofer Quensel,Malmö,Sweden,Lund University
3279,Bror Stawe,Slättåkra,Sweden,Chalmers University of Technology
3280,Daniel Kallós,Uppsala,Sweden,Lund University
3281,Ingela Brimberg,Stockholm,Sweden,Stockholm University
3282,Anders Gustaf Örbom,Lit,Sweden,Uppsala University
3283,Yanjaa,Ulaanbaatar,Mongolia,Uppsala University
3284,Dan H. Yaalon,Uherské Hradiště,Czech Republic,Swedish University of Agricultural Sciences
3285,Fredrik Wilhelm Klint,Visby,Sweden,Uppsala University
3286,Tilda Maria Forselius,Gävle,Sweden,Stockholm University
3287,Boel Berner,Helsingborg,Sweden,Lund University
3288,Rodrigo Tavares,Castelo Branco,Portugal,University of Gothenburg
3289,Ingrid af Ström,Stockholm,Sweden,Stockholm University
3290,Eric Söderlind,Skellefteå,Sweden,Uppsala University
3291,Carl Sundberg,Östra Vingåkers socken,Sweden,Uppsala University
3292,Anders Suneson,Kungsholms parish,Sweden,University of Gothenburg
3293,Hjördis Levin,Smedby,Sweden,Umeå University
3294,Tom Hedalen,Lillehammer,Norway,Lund University
3295,Ernst Ternström,Asarum,Sweden,Royal Institute of Technology
3296,Olof Thelott,Uppsala,Sweden,Uppsala University
3297,Göran Eliasson,Helsingborg,Sweden,Royal Institute of Technology
3298,Philip Jacob Thelott,Uppsala,Sweden,Uppsala University
3299,Bernt Lundahl,Norrköping,Sweden,Royal Institute of Technology
3300,Stefan Axberg,Eskilstuna Klosters församling,Sweden,Stockholm University
3301,Margaretha Thomson,Stockholm,Sweden,Stockholm University
3302,Leif Aagaard,Oslo,Norway,Uppsala University
3303,Lars Jonson,Södertälje,Sweden,Stockholm University
3304,Magnus Bergman,Karlshamn,Sweden,Chalmers University of Technology
3305,Sture Andersson,Tidersrums församling,Sweden,Linköping University
3306,Sture Andersson,Tidersrums församling,Sweden,Uppsala University
3307,Carin Bratt,Junsele församling,Sweden,Uppsala University
3308,Ulf Örnkloo,Skellefteå,Sweden,Uppsala University
3309,Olof Bergelin,Skeppsholms församling,Sweden,Royal Institute of Technology
3310,Mats Thulin,Växjö,Sweden,Royal Institute of Technology
3311,Tage Trotte,Härnösand,Sweden,Uppsala University
3312,Claes Christoffer Ekeblad,Elbląg,Poland,Uppsala University
3313,Fredros O Okumu,Kenya,Kenya,Lund University
3314,Elis Ullman,Varberg,Sweden,Uppsala University
3315,Björn Ursing,Kalmar domkyrkoförsamling,Sweden,Lund University
3316,Åsa Zetterberg,Falkenberg,Sweden,Uppsala University
3317,Gunnar Kärrholm,Gothenburg,Sweden,Chalmers University of Technology
3318,Johan Christopher Ruuth I,Näskott parish,Sweden,Uppsala University
3319,Mats Daniels,Ylitornio,Finland,Uppsala University
3320,Anders Hallengren,Stockholm,Sweden,Stockholm University
3321,Johan Christopher Ruuth II,Hede,Sweden,Uppsala University
3322,Anders Gustaf Wide,Sundsvall,Sweden,Uppsala University
3323,Lars Wahlström,Gothenburg,Sweden,Chalmers University of Technology
3324,Sten Henrysson,Linköping,Sweden,Stockholm University
3325,Lars Malmström,Linköping,Sweden,Royal Institute of Technology
3326,Birgit Spångberg,Adolf Fredriks parish,Sweden,Stockholm University
3327,Bernt Eric Uhlin,Tännäs församling,Sweden,Umeå University
3328,Åke Lundqvist,Stockholm,Sweden,Uppsala University
3329,Aksel Daniel Westerlind,Dals-Ed,Sweden,Chalmers University of Technology
3330,Torkel Nordström,Halmstad,Sweden,Lund University
3331,Arvid Uggla,Royal Karlskrona Admiralty parish,Sweden,Royal Institute of Technology
3332,Erik Wickman,Stockholm,Sweden,Stockholm University
3333,Sasja Beslik,Zenica,Bosnia and Herzegovina,Stockholm University
3334,Sigvard Lindqvist,Kalmar,Sweden,Uppsala University
3335,Rebecca Gomperts,Paramaribo,Suriname,Karolinska Institute
3336,Karin Stahre-Janson,Strömstad,Sweden,Chalmers University of Technology
3337,Sven Niclas Wahrman,Stockholm,Sweden,Uppsala University
3338,Yngve Schoerner,Karlskrona,Sweden,Royal Institute of Technology
3339,Gunnar Schoerner,Skeppsholms församling,Sweden,Royal Institute of Technology
3340,Tommy Petersson,Raus församling,Sweden,Stockholm University
3341,Dilruba Z. Ara,Dhaka,Bangladesh,University of Gothenburg
3342,Martin Norsell,Sävedalens församling,Sweden,Royal Institute of Technology
3343,Sharon Rider,New York City,United States of America,Uppsala University
3344,Halina Rubinsztein-Dunlop,Poland,Poland,University of Gothenburg
3345,Carolus Magnus Bløm,Kalvsviks församling,Sweden,Uppsala University
3346,Karl-Herman Forsslund,Ludvika,Sweden,Uppsala University
3347,Peter Osbeck,Hålanda parish,Sweden,Uppsala University
3348,Laurentius Roberg,Hovförsamlingen,Sweden,Uppsala University
3349,Elizabeth Amukugo,Windhoek,Namibia,Lund University
3350,Karolin A. Johansson,Kalmar,Sweden,Uppsala University
3351,Silvia Viorica Constantinescu,Darabani,Romania,Stockholm University
3352,Silvia Viorica Constantinescu,Darabani,Romania,University of Gothenburg
3353,Monica Sand,Stockholm,Sweden,Royal Institute of Technology
3354,Monica Sand,Stockholm,Sweden,University of Gothenburg
3355,Göran Magnusson,Simrishamn,Sweden,Lund University
3356,Rolf Åsard,Härnösand,Sweden,Stockholm University
3357,Thomas Roth,Lunds Cathedral Assembly,Sweden,Stockholm University
3358,Johan Hattne,Varberg,Sweden,Uppsala University
3359,Anna Malmhake,Stockholm,Sweden,Stockholm University
3360,Erik Nyman,Sköns församling,Sweden,Uppsala University
3361,Per Erik Boivie,Gävle,Sweden,Stockholm University
